,title,icon_prize,average_price,users_rate,number_reviews,street,address_formatted,lat,lon
8710,Doni Fresh Food,,€2 - €5,5.0,,Nou de la Rambla 44,"Nou de la Rambla, Avinguda del Paral·lel, 08001 Barcelona, Spain",41.3750759,2.1702821
8711,Collonut,,"Spanish, Catalan, Mediterranean",4.5,,Calle de Olesa numero 7,"Carrer de Olesa, 08292 Esparreguera, Spain",41.5344076,1.8777839
8712,Konig Barcelona Born,,€7 - €15,4.0,,"Carrer de la Fusina, 3","Carrer de la Fusina, Barcelona, Spain",41.3864095,2.1832549
8713,L'Antico Borgo Napoletano,,"Italian, Pizza",4.5,,Carrer Escudellers Blancs 14,"Carrer dels Escudellers Blancs, 80002 Barcelona, Spain",41.380428,2.1760981
8714,Libelina 2,,€20 - €35,4.5,,"C/ L'Equador, 89","Carrer de l'Equador, 85, 89, 08029 Barcelona, Spain",41.3876693,2.1379582
8715,Miu Japones,,€20 - €30,4.0,,"Valencia, 249","Valencia, Carrer de València, 08291 Ripollet, Spain",41.4943576,2.1695649
8716,La Muscleria,,,4.0,,"Mallorca, 290","Mallorca, Carrer de Mallorca, 08009 Barcelona, Spain",41.3968924,2.1667115
8717,Marimorena BCN,,€20 - €50,4.5,,"Loreto, 24-26","Marimorena BCN, Carrer de Loreto, 24-26, 08029 Barcelona, Spain",41.389919,2.1424208
8718,Veggie Garden Gran Via,,"Indian, Fusion",4.0,,Gran Via de les Corts catalanes 602,"Veggie Garden, Gran Via de les Corts Catalanes, 602, 08001 Barcelona, Spain",41.3868107,2.1652139
8719,A Casa Portuguesa,,"Portuguese, Cafe, European",4.5,,"Carrer de l'Or, 8","Carrer de l'Or, 8, 08012 Barcelona, Spain",41.4038296,2.1559686
8720,El Felino,,"Italian, Pizza, Mediterranean, European",4.0,,Calle Marina 269,"carrer marina, 08339 Vilassar de Dalt, Spain",41.5113131,2.3574845
8721,El Rincon Del Cava,,"Bar, Spanish, Pub",4.0,,"C/ Blasco de Garay, 53","Carrer de Blasco de Garay, 08015 Barcelona, Spain",41.3744643,2.1631961
8722,RACO D'ANGEL,,€9 - €27,4.5,,Folgueroles 24,"Folgueroles, Catalonia, Spain",41.9392868,2.3180742
8723,DOP Restaurante,,€18 - €37,4.0,,"Via Augusta, 201","Via Augusta, 201, 08021 Barcelona, Spain",41.3976252,2.139319
8724,Sports Bar Italian Food - Av. Diagonal,,€7 - €20,4.0,,Avinguda Diagonal 123,"Avinguda Diagonal, 123, 08005 Barcelona, Spain",41.4066318,2.2014418
8725,Alrouche Restaurant,,"Bar, Arabic, Lebanese, Moroccan",5.0,,"Moll d'Espanya, N5","Moll d'Espanya, 72 Barcelona, Spain",41.3757474,2.1823397
8726,Anormal,,€5 - €18,4.5,,Carrer de Bertran 28,"Spoonik Restaurant, Carrer de Bertran, 28, 08023 Barcelona, Spain",41.4052116,2.1401885
8727,Aflamas restaurante,,€30 - €60,5.0,,Calle Loreto 32,"Loreto, Carrer d'en Giralt el Pellisser, CP 08003 Barcelona, Spain",41.3863335,2.1790439
8728,Celler de la Ribera,,,3.5,,Placa de Les Olles 6,"Plaça de les Olles, Barcelona, Spain",41.3837473,2.1832402
8729,El Cangrejo Loco,,,4.0,,Moll De Gregal 29-30,"El Cangrejo Loco, Moll de Gregal, 29-30, 08005 Barcelona, Spain",41.3877691,2.2017781
8730,Granja Petitbo,,"Cafe, Mediterranean, European",4.0,,"Passeig de Sant Joan, 82","Granja Petitbo, Passeig de Sant Joan, 82, 08013 Barcelona, Spain",41.3976109,2.1724897
8731,El Modernista,,"Bar, Mediterranean, European, Spanish, Catalan",4.0,,"Passeig de Garcia Faria, 29","Passeig de Garcia Fària, 08005 Barcelona, Spain",41.3993609,2.208389
8732,Restaurante Feroz,,,4.0,,"Carrer Tuset, 27","Carrer de Tuset, 08006 Barcelona, Spain",41.3956711,2.1523527
8733,Creps Barcelona,,"French, European",4.0,,"Enric Granados, 38","Av. Rius i Taulet, Enric Granados, Avinguda de Rius i Taulet, 08172 Sant Cugat del Vallès, Spain",41.4720436,2.0814069
8734,Cafe Camelia,,€7 - €19,4.0,,"Verdi, 79","Camelia Vegan Cafe, Carrer de Verdi, 79, 08012 Barcelona, Spain",41.4051906,2.1553839
8735,Taqueria El Changarrito,,"Mexican, Central American, Latin",4.5,,"Calle de la Franca Xica, 52","Taqueria El Changarrito, Carrer de la França Xica, 52, 08004 Barcelona, Spain",41.372222,2.155814
8736,Oassis Natural Cooking,,€10 - €25,4.0,,"Passeig de Gracia, 24","Qu Qu, Passeig de Gràcia, 24, 08007 Barcelona, Spain",41.3901575,2.1678809
8737,Restaurante Charrito,,€5 - €30,4.0,,"Carrer de la Diputacio, 233","EL CHARRITO, Carrer de la Diputació, 233, 08007 Barcelona, Spain",41.3896183,2.1662427
8738,Cal Robert,,"Spanish, Mediterranean",4.5,,"Calle Tordera, 58","Carrer Tordera, 08360 Canet de Mar, Spain",41.5917792,2.57999
8739,Bar Celona,,€9 - €12,4.5,,"Poeta Cabanyes, 30","Carrer del Poeta Cabanyes, 08880 Cubelles, Spain",41.2048774,1.6725328
8740,La Quesadilla By Fernando Sanz,,€4 - €9,5.0,,Calle Sardenya 386 bajos,"Catalonia, Spain",41.66667,2.0
8741,Seventeen Restaurant,,€22 - €27,4.5,,"Carrer de Balmes, 117","Olivia Balmes Hotel, Carrer de Balmes, 117, 08008 Barcelona, Spain",41.3922038,2.1585614
8742,Gringa,,€8 - €20,4.5,,Calle lleialtat 16,"Carrer de la Lleialtat, 08001 Barcelona, Spain",41.3764073,2.1661245
8743,Koryo,,"Asian, Korean",4.0,,"Carrer Reus, 4","Carrer Reus, 08461 Santa Maria de Palautordera, Spain",41.6897225,2.4416031
8744,Casanova City,,€25 - €125,5.0,,"Carrer de Vallmajor, 33, local 1","Carrer de Vallmajor, 08021 Barcelona, Spain",41.3970983,2.1387081
8745,Via Granados,,€20 - €45,4.0,,"Carrer d'Enric Granados, 67","Carrer d'Enric Granados, 67, 080007 Barcelona, Spain",41.3910712,2.157639
8746,Isami,,"Japanese, Sushi, Asian",4.0,,"Rambla Del Poblenou, 88","Isami, Rambla del Poblenou, 88, 08005 Barcelona, Spain",41.4018825,2.2003717
8747,ZOZAN Restaurante,,€4 - €10,4.5,,"Rambla Del Poblenou, 18","Rambla del Poblenou, Barcelona, Spain",41.4070751,2.1933213
8748,El Japones del Tragaluz,,€22 - €40,4.0,,"Passatge de la Concepcio, 5","Passatge de la Concepció, 5, 08008 Barcelona, Spain",41.3946846,2.1605202
8749,Els Set d'En Joan,,€20 - €35,4.0,,"Calle Mallorca, 6","Carrer Mallorca, 08560 les Masies de Roda, Spain",41.9880179,2.3193919
8750,L'Osteria del Contadino,,€23 - €37,4.5,,"Calle Saragossa, 123","Carrer Saragossa, 08859 Begues, Spain",41.3341686,1.9155743
8751,Restaurante El Chato,,"Spanish, Mediterranean, European",4.0,,"Corts Catalanes, 697","Gran Via de les Corts Catalanes, 08018 Barcelona, Spain",41.4101378,2.1957677
8752,Once Upon a Time,,€18 - €40,4.0,,"Mandri, 32","Carrer de Mandri, 08022 Barcelona, Spain",41.4014799,2.135748
8753,El Kiosko,,"International, Mediterranean, Spanish, Healthy",4.5,,"Avenida de Josep Tarradellas, 153","Avinguda de Josep Tarradellas, 153, 08029 Barcelona, Spain",41.3915984,2.1435506
8754,Restaurante Toc De Gralla,,,4.5,,"Carrer d'Aribau, 65","Carrer d'Aribau, 65, 080007 Barcelona, Spain",41.3886482,2.1586189
8755,La Taverneta Nou,,"French, Mediterranean, European",4.0,,"Carrer de Francesc Pujols, 3","Carrer de Francesc Pujols, 08001 Barcelona, Spain",41.3842588,2.1725665
8756,TicTaste,,€3 - €12,5.0,,"Calle Balmes, 165","Carrer Balmes, 08600 Berga, Spain",42.1044459,1.8477883
8757,La Carassa,,€30 - €40,4.0,,"Brosoli, 1","Carrer del Brosolí, CP 08003 Barcelona, Spain",41.3836926,2.1804258
8758,Bistrot Bilou,,€15 - €100,5.0,,C/ Pau Claris 85,"Pau Claris, Gran Via de les Corts Catalanes, 08007 Barcelona, Spain",41.3897269,2.1688642
8759,Picca-Dilly Alta Taverna,,€19 - €40,4.5,,Carrer de la Marina 237,"Carrer de la Marina, Picca-dilly Alta Taverna, 237, 08088 Barcelona, Spain",41.4028533,2.1763412
8760,Restaurante Marin,,"Mediterranean, Spanish",4.5,,"Torras I Bages, 16","Carrer de Torras i Bages, 1, 08100 Mollet del Vallès, Spain",41.5359872,2.2069682
8761,Elche,,"Seafood, Mediterranean, European, Spanish, Catalan",4.0,,"Vila I Vila, 71","la Vila, Santa Eulàlia de Riuprimer, Catalonia, Spain",41.9253881,2.2055423
8762,AFRODITA Restaurant,,€10 - €57,4.0,,Carabassa 3,"Afrodita, Carrer d'en Carabassa, 3, 08002 Barcelona, Spain",41.3804099,2.1779709
8763,SOFIA Be So,,€80 - €150,5.0,,"Placa Pius XII, 4","Plaça Pius XII, Avinguda Diagonal, 08034 Barcelona, Spain",41.3865844,2.1208924
8764,De Tapa Madre,,"Mediterranean, European, Spanish, Catalan",4.0,,"Mallorca, 301","Mallorca, Carrer de Mallorca, 08009 Barcelona, Spain",41.3968924,2.1667115
8765,La Piazzetta GranVia,,€5 - €25,5.0,,Gran Via de los Corts Catalanes 566,"Catalonia, Spain",41.66667,2.0
8766,Can Cargolet,,€21 - €29,4.0,,"Comte Urgell, 17","Carrer del Comte d'Urgell, 17, 08100 Mollet del Vallès, Spain",41.5426706,2.2123034
8767,La Placa Gastro Mercat,,"European, Spanish, Catalan",4.0,,"Placa Catalunya, 14","Plaça Catalunya, La Creu Alta, Sabadell, Catalonia, Spain",41.5501092,2.098254
8768,Casa Paloma,,"Steakhouse, Mediterranean, Barbecue, European, Spanish",4.0,,Casanova 209,"Avinyó, Catalonia, Spain",41.8799485,1.9562008
8769,Las Vermudas -Gracia,,Spanish,5.0,,"Carrer del Robi, 32","Carrer del Robí, 08012 Barcelona, Spain",41.4058445,2.1571025
8770,Machiroku,,€27 - €34,4.0,,"Moles, 21","Granja del Moles, Sant Fruitós de Bages, Catalonia, Spain",41.732996,1.8654592
8771,Balthazar,,,3.5,,"Rossello, 189","Plaça del Rosselló, Argentona, Catalonia, Spain",41.5522494,2.3990221
8772,Alsur Cafe,,€6 - €20,4.0,,Plaza de Sant Cugat 1,"Alsur Café (El Born), Plaça de Sant Cugat, 1, 08003 Barcelona, Spain",41.3864444,2.1800779
8773,La Botifarreria,,Spanish,4.5,,"Carrer de Santa Maria, 4","Carrer de Santa Maria, 4, 08800 Vilanova i la Geltrú, Spain",41.227291,1.7289165
8774,La Fonda,,,4.0,,"Carrer dels Escudellers, 10","La Fonda, Carrer dels Escudellers, 10, 08002 Barcelona, Spain",41.3793598,2.1762144
8775,El Provisional,,€15 - €30,5.0,,Calle Balmes 66,"Carrer Balmes, Ripollet, Spain",41.4942494,2.1597027
8776,Loft Del Born,,"Mediterranean, European, Spanish",4.0,,"Placa Comercial, 2","Casa Perris, Plaça Comercial, 2, 08003 Barcelona, Spain",41.3857346,2.1828163
8777,Restaurante Tossa,,,4.0,,"Napols, 291","Carrer de Nàpols, 291, 08013 Barcelona, Spain",41.402986,2.1691563
8778,El Martinet,,"Mediterranean, Spanish, Catalan",4.0,,"Gran Via de les Corts Catalanes, 552","Gran Via de les Corts Catalanes, 552, 08011 Barcelona, Spain",41.3831548,2.1606647
8779,Enrique Tomas,,"Fast Food, Mediterranean, Spanish",4.0,,"45, Occitania St","carrer d'Occitània, 45, 08911 Badalona, Spain",41.4598078,2.2598131
8780,La Pizzarra,,"Italian, Pizza",4.5,,"Rambla Del Raval, 13","Rambla del Raval, Barcelona, Spain",41.3786363,2.1694027
8781,Last Monkey,,€10 - €30,4.5,,"Calle Comte Borrell, 70","Carrer Comte Borrell, 08830 Sant Boi de Llobregat, Spain",41.3478785,2.040673
8782,Tribo Sushi & Cocktails,,€40 - €132,4.5,,Enrique Granados,"Catalonia, Spain",41.66667,2.0
8783,Yoi Yoi Gion,,€7 - €25,4.0,,Av Diagonal 383,"Yoi Yoi Gion, Avinguda Diagonal, 383, 08008 Barcelona, Spain",41.3965528,2.1606247
8784,Cal Marius 449 #pastrami,,,4.0,,"Mallorca, 449","Mallorca, Carrer de Mallorca, 08009 Barcelona, Spain",41.3968924,2.1667115
8785,Santa Clara Restaurante,,"Mediterranean, Spanish, Contemporary, Healthy, European",4.0,,Calle Jimenez e Iglesias 11-13,"Catalonia, Spain",41.66667,2.0
8786,Nonna Sara,,€7 - €40,4.5,,Carrer de Corsega 225,"Carrer de Còrsega, 225, 08036 Barcelona, Spain",41.3919679,2.152903
8787,Zurito,,€10 - €40,4.5,,Carrer Llauder 6,"Vila Romana de Torre Llauder, Carrer de Roma, 08302 Mataró, Spain",41.5312131,2.4339968
8788,Oval,,€10 - €15,4.0,,Valencia 199,"Oval, Carrer de València, 199, 08011 Barcelona, Spain",41.389758,2.1591953
8789,Pomarada,,,4.0,,Passeig de Gracia 78,"Passeig de Gràcia, 78, 08008 Barcelona, Spain",41.3938813,2.1632707
8790,DonCurado Tasting Barcelona,,"Mediterranean, European, Spanish",4.0,,"Rambla Del Poblenou, 125","Rambla del Poblenou, 08018 Barcelona, Spain",41.4066456,2.1941315
8791,La Maison,,€5 - €8,5.0,,Calle Correu Vell 3,"Carrer del Correu Vell, CP 08003 Barcelona, Spain",41.3815386,2.1796996
8792,La Clote del Clot,,€9 - €30,4.5,,"C/ Clot, 49","el Clot, Barcelona, Catalonia, Spain",41.4099525,2.1908234
8793,La Bodega D'en Rafel,,"Bar, Mediterranean, European, Spanish, Catalan",4.0,,"Carrer de Manso, 52","La bodega d'en Rafel, Carrer de Manso, 52, 08015 Barcelona, Spain",41.3772265,2.161542
8794,Julivert Meu,,€6 - €15,4.0,,"7, Bonsucces street","Julivert Meu☘️, Carrer del Bonsuccés, 7, 08001 Barcelona, Spain",41.384338,2.1703394
8795,Mercer Restaurant,,€40 - €80,4.5,,C/ dels Lledo 7,"Plaça dels Colors, Montornès del Vallès, Catalonia, Spain",41.5456868,2.2669998
8796,Fat Barbies,,€10 - €23,4.5,,Calle Bailen 83,"Carrer Bailen, 08402 la Roca del Vallès, Spain",41.6030546,2.3012683
8797,Restaurant Indian Shanti,,€11 - €27,4.0,,C/ Agustina Saragossa 3-5,"Catalonia, Spain",41.66667,2.0
8798,La Bella Napoli,,€15 - €20,4.0,,"Carrer Villarroel, 101","La Villarroel, Carrer de Villarroel, 87, 08011 Barcelona, Spain",41.3845152,2.1573507
8799,Banna,,€10 - €30,4.0,,"Placa Revolucio de Setembre 1868, 15","Catalonia, Spain",41.66667,2.0
8800,Golfo de Bizkaia - Pi,,€10 - €31,4.5,,"C/ del Pi, 5","08519 Sant Julià de Vilatorta, Spain",41.9179506,2.3407784
8801,Santa Burg Eixample,,€12 - €30,4.0,,"C/ Valencia, 273","Valencia, Carrer de València, 08291 Ripollet, Spain",41.4943576,2.1695649
8802,Bon Marisc,,"Seafood, Mediterranean, European, Spanish, Catalan",4.0,,Passeig Joan de borbon3-4 Barceloneta,"la Barceloneta, Catalonia, Spain",41.3799,2.18971
8803,Kibera Senses,,€15 - €35,4.5,,"Placa del Sortidor, 18","Plaça del Sortidor, 08004 Barcelona, Spain",41.3721352,2.1625471
8804,Bar Lafuente,,"Mediterranean, Spanish",4.5,,Gran Via De Les Corts Catalanes 1179,"Farmacia Aldea Fuentes, Gran Via de les Corts Catalanes, 1179, 08020 Sant Adrià de Besòs, Spain",41.4219561,2.2108093
8805,El Piso Bar,,€2 - €15,4.5,,Carrer de Sant Antoni Maria Claret 216,"Carrer de Sant Antoni Maria Claret, 216, 08037 BCN Barcelona, Spain",41.4109549,2.1742608
8806,La Briciola,,"Italian, Pizza, Mediterranean, European",4.0,,C. d'Olzinelles 19,"Carrer d'Olzinelles, 08014 Barcelona, Spain",41.3728724,2.1365871
8807,La Cupula Restaurant,,€21 - €50,4.0,,Sicilia 255,"Sicília, Rambla del Fondo, 08922 Santa Coloma de Gramenet, Spain",41.4514955,2.2174059
8808,My pillow Restaurant,,"Mediterranean, European",4.5,,Carrer Villarroel 227,"La Villarroel, Carrer de Villarroel, 87, 08011 Barcelona, Spain",41.3845152,2.1573507
8809,Lonja De Tapas - Jaume I,,,4.0,,"Jaume 1, 8-10","Edifici Jaume I, Carrer de Ramon Trias Fargas, 25-27, 08005 Barcelona, Spain",41.389732,2.1900453
8810,Patron,,,4.0,,"Travessera de Gracia, 44","Patrón, Travessera de Gràcia, 44, 46, 08021 Barcelona, Spain",41.3952445,2.1490836
8811,"San Pedrito, Restaurante Y Licoreria",,€5 - €16,4.5,,Carrer de la Fusina 6,"Incognito Bar, Carrer de la Fusina, 6, 08003 Barcelona, Spain",41.3865807,2.1836862
8812,La Camarga,,,4.0,,"Aribau, 117","Aribau, 08204 Sabadell, Spain",41.5283818,2.1105725
8813,Bar 1800,,"European, Spanish, Bar, Mediterranean",4.0,,Rambla Raval,"La Rambla, Carrer de les Cabres, 08001 Barcelona, Spain",41.3810823,2.173344
8814,Menja't el Mon,,€15 - €25,5.0,,"Carrer de l'Avenir, 72","Carrer de l'Avenir, 72, 08006 Barcelona, Spain",41.3944983,2.1442739
8815,Roux Bar,,€10 - €20,5.0,,"Calle Consell de Cent, 140","Carrer Consell de Cent, 08470 Sant Celoni, Spain",41.6874889,2.4848143
8816,Barra Perello,,€5 - €30,4.5,,"Carrer de Mallorca, 135","Mercadona, Carrer de Mallorca, 135, 08036 Barcelona, Spain",41.3881292,2.1542336
8817,Sam Bu Ja,,€4 - €18,4.5,,"Consell de Cent, 418","Consell de Cent, Carrer del Consell de Cent, 8015 Barcelona, Spain",41.3754015,2.143262
8818,Miss Sushi,,€13 - €25,4.0,,C/Aribau 39,"Aribau, 08204 Sabadell, Spain",41.5283818,2.1105725
8819,Can Vilaro,,Mediterranean,4.0,,"Comte Borrell, 61","Carrer del Comte Borrell, 61, 08001 Barcelona, Spain",41.3776963,2.1619539
8820,Sabor de Barrio,,"Mediterranean, European, Spanish",4.5,,"Carrer dels Assaonadors, 25","Carrer dels Assaonadors, CP 08003 Barcelona, Spain",41.3860307,2.1807666
8821,Restaurante Arola,,"Mediterranean, European, Spanish",4.0,,Marina 19-21,"Barcelona, Catalonia, Spain",41.3828939,2.1774322
8822,Veggie Garden,,,4.0,,Carrrer Dels Angels 3,"Catalonia, Spain",41.66667,2.0
8823,The Michael Collins,,"Irish, Bar, European, Pub",4.0,,"Placa de la Sagrada Familia, 4, 08013, Barcelona","Plaça de la Sagrada Família, Premià de Mar, Spain",41.4958832,2.3547112
8824,La Oveja Negra,,"Bar, Spanish, Pub",4.0,,5 Sitges St,"Sitges, Catalonia, Spain",41.2366707,1.8228136
8825,Panqa,,€20 - €40,4.5,,Calle Sepulveda 76,"Carrer de Sepúlveda, 08015 Barcelona, Spain",41.3803469,2.1586871
8826,Bormuth,,,4.0,,Carrer Rec 31,"Carrer Rec, 08880 Cubelles, Spain",41.2081426,1.6706218
8827,Makan Makan,,€11 - €25,5.0,,"C/ Lluna, 4","La Lluna, Carrer de Maria Aurèlia Capmany, 08140 Caldes de Montbui, Spain",41.6245336,2.1673603
8828,La Porca,,"International, European, Spanish, Mediterranean",4.0,,De Mata 16,"08304 Mataró, Spain",41.5691948,2.456534
8829,El Mexicano de Barcelona,,"Mexican, Latin, Central American",4.0,,"Calle Villarroel, 233","La Villarroel, Carrer de Villarroel, 87, 08011 Barcelona, Spain",41.3845152,2.1573507
8830,La Poma Restaurant,,"Italian, Pizza, Mediterranean, Spanish",3.0,,La Rambla 117,"La Rambla, 117, 08001 Barcelona, Spain",41.3834686,2.1712065
8831,Restaurante Xavier Pellicer,,"Mediterranean, Catalan, European",4.5,,"Provenca, 310","Provença, Intercanviador Diagonal - Provença (L3 - L5 - FGC, 080007 Barcelona, Spain",41.3932454,2.1575069
8832,Wok Dao,,,4.0,,Villarroel 1,"Villarroel, Ronda de Sant Antoni, 08011 Barcelona, Spain",41.3806825,2.1632337
8833,5 Hermanos,,"Mediterranean, Spanish",4.5,,"C/ Garcia Lorca, 31, Canyelles","García Lorca, Carrer de Federico García Lorca, 08042 Barcelona, Spain",41.441696,2.1651835
8834,Souvenir,,€15 - €40,4.0,,"Carrer de Valencia, 232","Carrer de València, 232, 08088 Barcelona, Spain",41.3901206,2.1602576
8835,Los Toreros,,,4.0,,Carrer d'en Xucla 3-5,"Carrer d'en Xuclà, 08001 Barcelona, Spain",41.3833022,2.1703209
8836,El pebrot i el petit cargol,,€30 - €40,4.0,,C/ Alcolea 18,"Alcolea, Carrer de Sants, 08014 Barcelona, Spain",41.3754361,2.1374352
8837,el tianguis,,€15 - €25,4.0,,Villarroel 42,"La Villarroel, Carrer de Villarroel, 87, 08011 Barcelona, Spain",41.3845152,2.1573507
8838,Boca Baco,,€4 - €14,5.0,,Vilamari 2,"Carrer de Vilamarí, 08029 Barcelona, Spain",41.3813996,2.1459813
8839,Cuines Santa Caterina,,,4.0,,Francesc Cambo 16,"Francesc Cambó, Santa Eulàlia, 08004 Barcelona, Spain",41.3540164,2.1558561
8840,Carlitos,,,4.0,,Calvet,"Calvet, Carrer del Tenor Viñas, 12, 08021 Barcelona, Spain",41.3950395,2.142893
8841,Thai Noodles,,"Asian, Thai",4.5,,Saragossa 85,"Blavis, Carrer de Saragossa, 85, 08006 Barcelona, Spain",41.403317,2.1471448
8842,Zero Nove Cinque,,"Italian, Pizza, Spanish, Sicilian, Southern-Italian, Mediterranean",4.5,,Carrer Jaume Giralt 5,"Carrer de Jaume Giralt, 08003 Barcelona, Spain",41.3874562,2.1792927
8843,Apat,,€12 - €40,4.5,,Carrer del Bruc 118,"Lokal Bar, Carrer del Bruc, 118, 08009 Barcelona, Spain",41.3962599,2.1671226
8844,Taranna Cafe,,,4.0,,C/ Viladomat 23,"Viladomat, Plaça de l'Ajuntament, 08698 la Nou de Berguedà, Spain",42.1671835,1.884449
8845,La Vietnamita Gracia,,€6 - €15,4.0,,Torrent de l'Olla 78,"Torrent de l'Olla, Carrer del Torrent de l'Olla, 221, 08012 Barcelona, Spain",41.4066828,2.1518689
8846,La Pala Pizza Bar,,"Italian, Pizza, Mediterranean",4.5,,"Av. del Parallel, 126","Avinguda del Paral·lel, 126, 8015 Barcelona, Spain",41.375248,2.1611406
8847,Alsur Cafe Palau,,€7 - €20,4.0,,"Carrer de Sant Pere Mes Alt, 4","Alsur Café (Palau), Carrer de Sant Pere Més Alt, 4, 08003 Barcelona, Spain",41.3871399,2.1753762
8848,Mr Robinson Barcelona,,,4.0,,"Pla de Palau, 16","Pla de Palau, Sant Pere, Santa Caterina i la Ribera, Barcelona, Catalonia, Spain",41.3825827,2.1840135
8849,La Balanza,,€10 - €30,4.5,,"Carrer de Folgueroles, 1","Carrer de Folgueroles, 08022 Barcelona, Spain",41.4078578,2.1364708
8850,Los Pescadores,,€9 - €20,4.5,,"Maquinista, 48","Carrer de la Maquinista, 08 Barcelona, Spain",41.3807756,2.1888683
8851,L'Autentic,,"Lebanese, Mediterranean, Middle Eastern",4.5,,Rambla del Poblenou 92,"Rambla del Poblenou, Barcelona, Spain",41.3980526,2.2052542
8852,Shoko,,€20 - €40,4.0,,"Paseo Maritimo de la Barceloneta, 36","la Barceloneta, Catalonia, Spain",41.3799,2.18971
8853,Bar Angel,,"Mediterranean, European, Spanish",4.5,,"Ocata, 2","Ocata, Passeig Marítim, 08320 el Masnou, Spain",41.4789785,2.3198137
8854,Shenanigans The Speakeasy,,€4 - €10,4.5,,"Calle Marques de Barbera, 11","carrer Marques de Barberà, 08339 Vilassar de Dalt, Spain",41.517683,2.358729
8855,Thai Korat,,"Thai, Asian",5.0,,"Calle Sugranyes, 27","Carrer de Sugranyes, 082028 Barcelona, Spain",41.3735749,2.1287808
8856,La Informal,,€6 - €12,4.0,,"Rambla del Raval, 32 - 34","Rambla del Raval, 08001 Barcelona, Spain",41.3776776,2.1703374
8857,Portonovo Silvestre,,"Seafood, Mediterranean, European, Spanish",4.0,,37 Creu Coberta,"Carrer de la Creu Coberta, 8015 Barcelona, Spain",41.3750783,2.1482657
8858,A La Brassa,,€5 - €18,4.0,,Paseo Garcia Faria 31,"Parc lineal Garcia Fària, Diagonal Mar i el Front Marítim del Poblenou, Barcelona, Catalonia, Spain",41.4026546,2.213941
8859,Brunch & Cake by the Sea,,€4 - €15,4.0,,"Passeig de Joan de Borbo, 5","Brunch & Cake by the sea, Passeig de Joan de Borbó, 5, 72 Barcelona, Spain",41.3811636,2.1871951
8860,Art i Tapes,,"European, Spanish, Mediterranean",4.5,,"Mallorca, 450-08013. Barcelona","Carrer de Mallorca, 450, 08013 Barcelona, Spain",41.4050106,2.1776161
8861,El Nou Ramonet,,€18 - €36,4.0,,"Carrer Carbonell, 5","Carrer de Francesc Carbonell, 08034 Barcelona, Spain",41.3926311,2.1252688
8862,Casa Pascual,,"European, Spanish, Catalan, Mediterranean",4.0,,"Pas de Sota Muralla, 7","Pas de Sota Muralla, CP 08003 Barcelona, Spain",41.3812448,2.1830723
8863,Chez Coco,,"Mediterranean, European, Spanish",4.0,,"Diagonal, 465","Diagonal, Passeig de Gràcia, 08008 Barcelona, Spain",41.3955498,2.1604573
8864,Skybar,,,4.0,,Via Laietana 30,"Via Laietana, 30, 08002 Barcelona, Spain",41.3847811,2.1778795
8865,La Bodegueta,,,4.0,,Rambla de Catalunya 100,"Rambla de Catalunya, Barcelona, Spain",41.3898906,2.1650954
8866,Mikkeller Bar,,€5 - €20,4.5,,Carrer De Valencia 202,"Mikkeler beer, Carrer de València, 202, 08011 Barcelona, Spain",41.3885426,2.1583128
8867,"La Maroteca, Restaurant de Peix Salvatge",,"Seafood, Mediterranean, Spanish",4.5,,"C/ Aribau, 37","Aribau, Carrer d'Aribau, 37, 080007 Barcelona, Spain",41.3876521,2.1602093
8868,Bambalina,,,4.0,,Avenida Paral.Lel 142,"Catalonia, Spain",41.66667,2.0
8869,Alba Granados,,€20 - €40,3.5,,Enric Granados 34,"Av. Rius i Taulet, Enric Granados, Avinguda de Rius i Taulet, 08172 Sant Cugat del Vallès, Spain",41.4720436,2.0814069
8870,Vacka,,€9 - €12,4.5,,Almogavers 138,"Almogàvers, Avinguda Meridiana, 0805 Barcelona, Spain",41.3952238,2.1871033
8871,Bun Sichi,,€34 - €95,4.0,,"Pasaje Luis Pellicer, 20","Catalonia, Spain",41.66667,2.0
8872,Ugarit Sants,,€5 - €30,4.0,,Passeig Sant Antoni 21,"Passeig de Colom, CP 08003 Barcelona, Spain",41.3790228,2.1801967
8873,Mirablau,,,4.0,,Plaza Doctor Andreu S/N,"Pl Doctor Andreu, Avinguda del Tibidabo, 08022 Barcelona, Spain",41.4161126,2.1311444
8874,La Strada Pizza Barcelona,,€3 - €14,4.5,,Vila y Vila Num 48,"Catalonia, Spain",41.66667,2.0
8875,La Balmesina,,€15 - €20,4.0,,Balmes 193,"SaladStop!, Carrer de Balmes, 193, 08006 Barcelona, Spain",41.3969634,2.1523299
8876,Restaurante El Reloj,,€6 - €14,4.0,,Via Laietana 40,"BBVA, Via Laietana, 40, CP 08003 Barcelona, Spain",41.3857534,2.1768471
8877,Lizarran,,"Bar, Mediterranean, Spanish",4.0,,Carrer de Mallorca,"Carrer de Mallorca, 08009 Barcelona, Spain",41.3960498,2.1654989
8878,Bella Istambul,,€5 - €15,5.0,,"Passeig de Sant Joan, 57","Passeig de Sant Joan, 57, 08009 Barcelona, Spain",41.3967435,2.1726515
8879,El Escondite,,"Italian, Pizza, Mediterranean",4.5,,Benet i Mateu 57,"Carrer de Benet Mateu, 08034 Barcelona, Spain",41.3940388,2.1261047
